ID,Insects,Crop,Soil,Category_of_Toxicant,Does_count,Number_of_Weeks_Used,Number_Weeks_does_not_used,Season,Crop_status
25995,915,Food,clay,2,60,27,17,2,0
25996,915,Food,clay,2,60,36,8,1,0
25997,915,Food,clay,2,80,33,10,3,0
25998,984,Food,clay,2,5,39,8,2,0
25999,984,Food,clay,2,10,18,20,2,0
26000,984,Food,clay,2,10,23,11,1,0
26001,984,Food,clay,2,10,24,2,2,0
26002,984,Food,clay,2,20,23,20,1,0
26003,984,Food,clay,2,20,24,16,1,0
26004,984,Food,clay,2,20,30,2,3,0
26005,984,Food,clay,2,20,36,0,2,0
26006,984,Food,clay,2,30,20,6,2,0
26007,984,Food,clay,2,30,25,16,3,0
26008,984,Food,clay,2,30,39,3,3,0
26009,984,Food,clay,2,40,23,16,3,0
26010,984,Food,clay,2,40,24,13,2,0
26011,984,Food,clay,2,60,,17,2,0
26012,984,Food,clay,2,60,30,11,2,0
26013,984,Food,clay,2,60,34,1,2,0
26014,984,Food,clay,2,60,39,6,2,0
26015,1056,Food,clay,2,10,20,10,3,0
26016,1056,Food,clay,2,10,29,14,1,0
26017,1056,Food,clay,2,15,30,16,2,0
26018,1056,Food,clay,2,15,34,13,1,0
26019,1056,Food,clay,2,20,19,20,2,0
26020,1056,Food,clay,2,20,23,15,2,0
26021,1056,Food,clay,2,20,,19,1,0
26022,1056,Food,clay,2,20,30,10,2,0
26023,1056,Food,clay,2,20,30,15,2,0
26024,1056,Food,clay,2,20,40,2,2,0
26025,1056,Food,clay,2,25,39,1,1,0
26026,1056,Food,clay,2,30,24,5,3,0
26027,1056,Food,clay,2,30,31,8,3,0
26028,1056,Food,clay,2,40,20,19,1,0
26029,1056,Food,clay,2,40,24,11,2,0
26030,1056,Food,clay,2,40,29,11,3,0
26031,1056,Food,clay,2,40,33,11,3,0
26032,1056,Food,clay,2,40,34,7,2,0
26033,1056,Food,clay,2,40,45,1,2,0
26034,1056,Food,clay,2,50,37,7,1,0
26035,1056,Food,clay,2,60,43,2,1,0
26036,1056,Food,clay,2,40,22,20,2,0
26037,1132,Food,clay,2,10,5,8,3,0
26038,1132,Food,clay,2,10,13,26,2,0
26039,1132,Food,clay,2,10,38,1,2,0
26040,1132,Food,clay,2,15,20,22,2,0
26041,1132,Food,clay,2,20,10,28,3,0
26042,1132,Food,clay,2,20,23,14,1,0
26043,1132,Food,clay,2,20,35,8,2,0
26044,1132,Food,clay,2,20,42,2,2,0
26045,1132,Food,clay,2,40,20,24,2,0
26046,1132,Food,clay,2,40,,19,2,0
26047,1132,Food,clay,2,60,40,8,1,0
26048,1132,Food,clay,2,40,43,3,2,0
26049,1132,Food,clay,2,20,33,6,3,0
26050,1132,Food,clay,2,20,,1,2,0
26051,1212,Food,clay,2,10,34,6,2,0
26052,1212,Food,clay,2,15,18,24,2,0
26053,1212,Food,clay,2,15,34,11,3,0
26054,1212,Food,clay,2,20,16,21,2,0
26055,1212,Food,clay,2,25,31,14,2,0
26056,1212,Food,clay,2,30,25,13,1,0
26057,1212,Food,clay,2,30,,17,3,0
26058,1212,Food,clay,2,30,32,18,3,0
26059,1212,Food,clay,2,40,10,27,2,0
26060,1212,Food,clay,2,40,24,16,1,0
26061,1212,Food,clay,2,40,36,11,2,0
26062,1212,Food,clay,2,40,41,9,2,0
26063,1212,Food,clay,2,45,37,5,1,0
26064,1212,Food,clay,2,60,34,9,3,0
26065,1212,Food,clay,2,60,35,9,3,0
26066,1296,Food,clay,2,5,10,30,2,0
26067,1296,Food,clay,2,10,9,30,2,0
26068,1296,Food,clay,2,15,36,5,1,0
26069,1296,Food,clay,2,15,38,4,2,0
26070,1297,Food,clay,2,15,,1,2,0
26071,1296,Food,clay,2,20,19,15,2,0
26072,1296,Food,clay,2,20,,26,2,0
26073,1296,Food,clay,2,20,32,11,2,0
26074,1296,Food,clay,2,30,20,20,2,0
26075,1296,Food,clay,2,30,30,20,3,0
26076,1296,Food,clay,2,30,36,7,2,0
26077,1296,Food,clay,2,40,24,18,1,0
26078,1297,Food,clay,2,40,30,13,1,0
26079,1296,Food,clay,2,50,26,16,2,0
26080,1296,Food,clay,2,60,20,22,2,0
26081,1296,Food,clay,2,60,28,14,2,0
26082,1296,Food,clay,2,60,38,12,1,0
26083,1296,Food,clay,2,80,19,20,1,0
26084,1297,Food,clay,2,80,38,6,3,0
26085,1297,Food,clay,2,20,19,20,3,0
26086,1385,Food,clay,2,10,,26,1,0
26087,1385,Food,clay,2,5,29,16,1,0
26088,1385,Food,clay,2,10,15,26,1,0
26089,1385,Food,clay,2,10,17,28,3,0
26090,1385,Food,clay,2,15,12,30,3,0
26091,1385,Food,clay,2,15,27,4,1,0
26092,1385,Food,clay,2,20,20,12,2,0
26093,1385,Food,clay,2,20,20,18,3,0
26094,1385,Food,clay,2,20,21,16,2,0
26095,1385,Food,clay,2,20,23,19,2,0
26096,1385,Food,clay,2,20,29,18,2,0
26097,1385,Food,clay,2,20,,15,3,0
26098,1385,Food,clay,2,25,29,12,3,0
26099,1385,Food,clay,2,25,38,2,2,0
26100,1385,Food,clay,2,30,30,19,2,0
26101,1385,Food,clay,2,30,,6,2,0
26102,1385,Food,clay,2,35,30,11,1,0
26103,1385,Food,clay,2,40,23,21,1,0
26104,1385,Food,clay,2,40,30,21,1,0
26105,1385,Food,clay,2,60,35,11,3,0
26106,1385,Food,clay,2,40,30,21,2,0
26107,1385,Food,clay,2,10,,11,2,0
26108,1385,Food,clay,2,40,34,12,2,0
26109,1478,Food,clay,2,40,35,12,1,0
26110,1478,Food,clay,2,5,6,4,2,0
26111,1478,Food,clay,2,5,10,31,3,0
26112,1478,Food,clay,2,5,30,9,2,0
26113,1478,Food,clay,2,15,25,22,2,0
26114,1478,Food,clay,2,20,21,26,1,0
26115,1478,Food,clay,2,20,39,0,2,0
26116,1478,Food,clay,2,25,13,25,2,0
26117,1478,Food,clay,2,25,20,17,1,0
26118,1478,Food,clay,2,30,12,27,2,0
26119,1478,Food,clay,2,30,18,22,2,0
26120,1478,Food,clay,2,30,20,17,1,0
26121,1478,Food,clay,2,30,30,12,2,0
26122,1478,Food,clay,2,30,35,15,2,0
26123,1478,Food,clay,2,40,9,28,2,0
26124,1478,Food,clay,2,40,19,22,1,0
26125,1478,Food,clay,2,40,29,15,1,0
26126,1478,Food,clay,2,40,,17,3,0
26127,1478,Food,clay,2,40,34,11,3,0
26128,1478,Food,clay,2,40,45,2,1,0
26129,1478,Food,clay,2,50,30,14,2,0
26130,1478,Food,clay,2,40,43,5,2,0
26131,1576,Food,clay,2,10,17,28,1,0
26132,1575,Food,clay,2,10,35,12,1,0
26133,1576,Food,clay,2,15,25,13,2,0
26134,1575,Food,clay,2,20,15,29,2,0
26135,1576,Food,clay,2,20,19,23,2,0
26136,1576,Food,clay,2,20,24,24,2,0
26137,1576,Food,clay,2,20,,16,2,0
26138,1576,Food,clay,2,20,34,11,2,0
26139,1576,Food,clay,2,20,43,5,3,0
26140,1576,Food,clay,2,20,46,5,1,0
26141,1576,Food,clay,2,20,52,1,3,0
26142,1575,Food,clay,2,30,8,23,3,0
26143,1576,Food,clay,2,30,18,25,2,0
26144,1576,Food,clay,2,40,27,18,2,0
26145,1576,Food,clay,2,40,,7,3,0
26146,1576,Food,clay,2,50,20,23,3,0
26147,1575,Food,clay,2,80,29,17,3,0
26148,1575,Food,clay,2,20,28,15,2,0
26149,1678,Food,clay,2,5,10,19,2,0
26150,1678,Food,clay,2,10,,27,3,0
26151,1678,Food,clay,2,10,23,17,2,0
26152,1678,Food,clay,2,20,21,20,2,0
26153,1678,Food,clay,2,20,24,20,2,0
26154,1678,Food,clay,2,20,25,6,1,0
26155,1678,Food,clay,2,20,25,23,3,0
26156,1678,Food,clay,2,20,31,19,2,0
26157,1678,Food,clay,2,20,,6,2,0
26158,1678,Food,clay,2,20,40,7,2,0
26159,1678,Food,clay,2,25,41,2,2,0
26160,1678,Food,clay,2,30,15,32,2,0
26161,1678,Food,clay,2,30,42,5,1,0
26162,1678,Food,clay,2,40,25,23,2,0
26163,1678,Food,clay,2,40,29,15,1,0
26164,1678,Food,clay,2,40,,9,2,0
26165,1678,Food,clay,2,40,46,2,2,0
26166,1678,Food,clay,2,50,27,12,2,0
26167,1678,Food,clay,2,50,46,2,1,0
26168,1678,Food,clay,2,40,40,10,2,0
26169,1678,Food,clay,2,20,26,21,2,0
26170,1785,Food,clay,2,10,22,35,2,0
26171,1785,Food,clay,2,10,40,10,2,0
26172,1785,Food,clay,2,15,,29,1,0
26173,1786,Food,clay,2,20,22,1,1,0
26174,1786,Food,clay,2,20,32,16,1,0
26175,1785,Food,clay,2,30,27,19,1,0
26176,1785,Food,clay,2,30,30,17,2,0
26177,1785,Food,clay,2,30,33,10,2,0
26178,1785,Food,clay,2,30,39,10,1,0
26179,1785,Food,clay,2,30,47,6,3,0
26180,1785,Food,clay,2,40,20,15,1,0
26181,1785,Food,clay,2,60,40,15,3,0
26182,1785,Food,clay,2,60,51,4,3,0
26183,1785,Food,clay,2,40,43,3,3,0
26184,1898,Food,clay,2,50,25,30,2,0
26185,1898,Food,clay,2,5,19,21,1,0
26186,1898,Food,clay,2,10,,36,1,0
26187,1898,Food,clay,2,20,20,20,1,0
26188,1898,Food,clay,2,20,27,20,3,0
26189,1898,Food,clay,2,20,30,7,3,0
26190,1898,Food,clay,2,20,35,17,3,0
26191,1898,Food,clay,2,20,38,1,1,0
26192,1898,Food,clay,2,20,38,6,1,0
26193,1898,Food,clay,2,35,34,14,2,0
26194,1898,Food,clay,2,40,32,20,2,0
26195,1898,Food,clay,2,40,33,19,1,0
26196,1898,Food,clay,2,10,29,11,2,0
26197,1898,Food,clay,2,20,25,31,2,0
26198,1898,Food,clay,2,40,25,21,2,0
26199,2016,Food,clay,2,10,35,12,3,0
26200,2015,Food,clay,2,10,43,10,2,0
26201,2015,Food,clay,2,15,30,17,2,0
26202,2015,Food,clay,2,20,10,31,2,0
26203,2016,Food,clay,2,20,18,32,1,0
26204,2015,Food,clay,2,20,38,7,2,0
26205,2016,Food,clay,2,20,39,9,3,0
26206,2016,Food,clay,2,20,40,4,1,0
26207,2016,Food,clay,2,20,40,6,1,0
26208,2015,Food,clay,2,20,44,7,3,0
26209,2015,Food,clay,2,30,23,16,3,0
26210,2015,Food,clay,2,30,24,26,2,0
26211,2015,Food,clay,2,30,30,22,1,0
26212,2015,Food,clay,2,40,38,14,3,0
26213,2016,Food,clay,2,60,32,17,2,0
26214,2015,Food,clay,2,75,45,10,1,0
26215,2015,Food,clay,2,10,17,30,2,0
26216,2015,Food,clay,2,40,36,10,3,0
26217,2015,Food,clay,2,20,12,37,2,0
26218,2139,Food,clay,2,15,17,34,2,0
26219,2138,Food,clay,2,20,20,30,1,0
26220,2138,Food,clay,2,20,27,23,1,0
26221,2139,Food,clay,2,30,15,37,2,0
26222,2139,Food,clay,2,30,30,20,2,0
26223,2139,Food,clay,2,40,30,12,2,0
26224,2139,Food,clay,2,40,31,21,1,0
26225,2139,Food,clay,2,40,32,15,3,0
26226,2138,Food,clay,2,50,19,31,2,0
26227,2139,Food,clay,2,50,31,19,2,0
26228,2138,Food,clay,2,25,46,5,2,0
26229,2138,Food,clay,2,40,42,10,2,0
26230,2138,Food,clay,2,40,48,8,1,0
26231,2138,Food,clay,2,20,8,38,1,0
26232,2138,Food,clay,2,10,40,3,2,0
26233,2139,Food,clay,2,20,38,18,3,0
26234,2267,Food,clay,2,10,25,19,2,0
26235,2267,Food,clay,2,10,35,16,1,0
26236,2267,Food,clay,2,10,35,24,2,0
26237,2267,Food,clay,2,10,45,10,1,0
26238,2267,Food,clay,2,15,21,25,2,0
26239,2267,Food,clay,2,20,,18,1,0
26240,2267,Food,clay,2,20,37,11,3,0
26241,2267,Food,clay,2,20,,1,3,0
26242,2267,Food,clay,2,25,41,10,1,0
26243,2267,Food,clay,2,30,30,19,2,0
26244,2267,Food,clay,2,55,20,21,1,0
26245,2267,Food,clay,2,90,40,12,1,0
26246,2267,Food,clay,2,15,,9,2,0
26247,2267,Food,clay,2,80,42,17,2,0
26248,2401,Food,clay,2,5,29,20,2,0
26249,2401,Food,clay,2,5,40,20,1,0
26250,2402,Food,clay,2,10,30,22,2,0
26251,2401,Food,clay,2,15,48,8,1,0
26252,2401,Food,clay,2,20,21,34,1,0
26253,2401,Food,clay,2,20,34,20,1,0
26254,2402,Food,clay,2,20,38,11,2,0
26255,2401,Food,clay,2,20,46,6,2,0
26256,2402,Food,clay,2,40,35,20,1,0
26257,2402,Food,clay,2,40,40,18,2,0
26258,2401,Food,clay,2,40,45,8,1,0
26259,2401,Food,clay,2,50,30,25,1,0
26260,2401,Food,clay,2,10,,30,3,0
26261,2401,Food,clay,2,20,35,20,2,0
26262,2401,Food,clay,2,40,50,3,1,0
26263,2402,Food,clay,2,20,29,20,2,0
26264,2402,Food,clay,2,20,50,3,2,0
26265,2401,Food,clay,2,20,38,15,3,0
26266,2401,Food,clay,2,40,,9,2,0
26267,2401,Food,clay,2,40,40,10,3,0
26268,2541,Food,clay,2,5,15,21,2,0
26269,2542,Food,clay,2,15,51,2,1,0
26270,2542,Food,clay,2,20,14,37,1,0
26271,2541,Food,clay,2,20,22,35,1,0
26272,2541,Food,clay,2,20,36,17,3,0
26273,2542,Food,clay,2,20,48,6,3,0
26274,2542,Food,clay,2,25,21,33,2,0
26275,2541,Food,clay,2,30,30,18,2,0
26276,2542,Food,clay,2,40,17,37,1,0
26277,2688,Food,clay,2,5,20,27,1,0
26278,2688,Food,clay,2,10,,12,1,0
26279,2688,Food,clay,2,15,5,17,1,0
26280,2688,Food,clay,2,15,,37,3,0
26281,2688,Food,clay,2,20,45,12,1,0
26282,2687,Food,clay,2,25,15,37,1,0
26283,2688,Food,clay,2,30,35,7,2,0
26284,2687,Food,clay,2,50,36,15,2,0
26285,2688,Food,clay,2,30,43,13,2,0
26286,2688,Food,clay,2,15,28,19,1,0
26287,2687,Food,clay,2,60,40,14,1,0
26288,2688,Food,clay,2,50,54,4,2,0
26289,2840,Food,clay,2,5,21,24,2,0
26290,2840,Food,clay,2,10,9,26,2,0
26291,2840,Food,clay,2,20,,8,1,0
26292,2840,Food,clay,2,20,25,20,1,0
26293,2840,Food,clay,2,20,30,18,2,0
26294,2840,Food,clay,2,20,38,20,1,0
26295,2840,Food,clay,2,20,50,6,1,0
26296,2840,Food,clay,2,20,50,11,1,0
26297,2840,Food,clay,2,20,55,5,3,0
26298,2840,Food,clay,2,40,28,23,1,0
26299,2840,Food,clay,2,60,45,14,3,0
26300,2840,Food,clay,2,15,,14,3,0
26301,2840,Food,clay,2,10,10,43,1,0
26302,2999,Food,clay,2,10,37,12,1,0
26303,2999,Food,clay,2,20,46,10,3,0
26304,2999,Food,clay,2,20,47,12,3,0
26305,2999,Food,clay,2,40,40,15,3,0
26306,2999,Food,clay,2,50,55,5,1,0
26307,2999,Food,clay,2,60,29,24,2,0
26308,2999,Food,clay,2,65,28,30,2,0
26309,2999,Food,clay,2,20,44,8,3,0
26310,2999,Food,clay,2,10,12,42,3,0
26311,2999,Food,clay,2,20,35,16,1,0
26312,3164,Food,clay,2,20,,17,1,0
26313,3164,Food,clay,2,30,50,10,2,0
26314,3164,Food,clay,2,60,,14,2,0
26315,3337,Food,clay,2,10,40,11,1,0
26316,3337,Food,clay,2,15,53,11,2,0
26317,3336,Food,clay,2,15,,3,2,0
26318,3336,Food,clay,2,20,,12,2,0
26319,3337,Food,clay,2,30,61,7,2,0
26320,3337,Food,clay,2,40,32,19,3,0
26321,3337,Food,clay,2,15,44,11,3,0
26322,3336,Food,clay,2,20,38,2,1,0
26323,3337,Food,clay,2,20,39,16,1,0
26324,3516,Food,clay,2,45,50,7,2,0
26325,3515,Food,clay,2,20,33,29,2,0
26326,3516,Food,clay,2,20,37,3,2,0
26327,3516,Food,clay,2,40,61,4,3,1
26328,3516,Food,clay,2,30,47,8,2,0
26329,3702,Food,clay,2,20,20,43,1,0
26330,3702,Food,clay,2,20,30,28,2,0
26331,3702,Food,clay,2,40,60,5,2,0
26332,3702,Food,clay,2,20,40,13,1,0
26333,3896,Food,clay,2,40,30,33,3,0
26334,4096,Food,clay,2,20,,40,1,0
26335,209,Food,silt,2,25,19,1,2,0
26336,209,Food,silt,2,30,12,7,1,0
26337,232,Food,silt,2,10,15,2,2,0
26338,232,Food,silt,2,35,22,1,2,0
26339,256,Food,silt,2,25,23,1,1,0
26340,256,Food,silt,2,30,17,3,2,0
26341,256,Food,silt,2,40,19,2,3,0
26342,283,Food,silt,2,20,13,6,2,0
26343,283,Food,silt,2,40,,8,2,0
26344,283,Food,silt,2,45,,4,1,0
26345,312,Food,silt,2,40,20,5,1,0
26346,342,Food,silt,2,10,26,8,2,0
26347,342,Food,silt,2,60,18,7,2,0
26348,375,Food,silt,2,20,,2,1,0
26349,375,Food,silt,2,20,24,2,1,0
26350,375,Food,silt,2,30,15,13,2,0
26351,375,Food,silt,2,40,20,2,2,0
26352,411,Food,silt,2,5,20,8,1,0
26353,410,Food,silt,2,10,25,2,1,0
26354,410,Food,silt,2,20,14,9,2,0
26355,410,Food,silt,2,20,19,3,2,0
26356,410,Food,silt,2,20,27,4,3,0
26357,411,Food,silt,2,30,10,8,2,0
26358,411,Food,silt,2,30,10,15,1,0
26359,410,Food,silt,2,30,15,15,3,0
26360,410,Food,silt,2,30,20,5,2,0
26361,410,Food,silt,2,40,,10,3,0
26362,410,Food,silt,2,30,,10,2,0
26363,448,Food,silt,2,5,10,14,3,0
26364,448,Food,silt,2,15,15,12,2,0
26365,448,Food,silt,2,20,14,12,2,0
26366,448,Food,silt,2,20,16,16,2,0
26367,448,Food,silt,2,20,23,4,3,0
26368,448,Food,silt,2,25,31,0,3,0
26369,448,Food,silt,2,30,10,13,2,0
26370,448,Food,silt,2,40,9,15,1,0
26371,448,Food,silt,2,50,12,9,1,0
26372,448,Food,silt,2,60,23,9,2,0
26373,488,Food,silt,2,60,,10,2,0
26374,489,Food,silt,2,10,10,17,1,0
26375,488,Food,silt,2,15,12,17,1,0
26376,489,Food,silt,2,15,22,0,3,0
26377,488,Food,silt,2,20,5,17,1,0
26378,488,Food,silt,2,20,15,7,2,0
26379,488,Food,silt,2,20,38,1,2,0
26380,488,Food,silt,2,30,20,9,2,0
26381,488,Food,silt,2,30,22,4,1,0
26382,488,Food,silt,2,35,,6,2,0
26383,488,Food,silt,2,35,20,13,2,0
26384,488,Food,silt,2,35,28,1,2,0
26385,488,Food,silt,2,40,17,13,2,0
26386,488,Food,silt,2,10,12,17,3,0
26387,531,Food,silt,2,20,13,17,2,0
26388,531,Food,silt,2,20,,13,2,0
26389,531,Food,silt,2,10,16,10,1,0
26390,531,Food,silt,2,10,18,12,2,0
26391,531,Food,silt,2,20,10,18,2,0
26392,531,Food,silt,2,20,14,9,2,0
26393,531,Food,silt,2,30,22,9,3,0
26394,531,Food,silt,2,30,22,11,2,0
26395,531,Food,silt,2,40,22,9,2,0
26396,531,Food,silt,2,40,23,4,2,0
26397,531,Food,silt,2,40,,1,1,0
26398,531,Food,silt,2,60,21,14,2,0
26399,577,Food,silt,2,10,19,12,2,0
26400,577,Food,silt,2,10,20,0,2,0
26401,577,Food,silt,2,10,30,1,2,0
26402,577,Food,silt,2,15,12,14,3,0
26403,577,Food,silt,2,20,15,1,2,0
26404,577,Food,silt,2,20,15,16,2,0
26405,577,Food,silt,2,20,18,13,2,0
26406,577,Food,silt,2,20,19,12,3,0
26407,577,Food,silt,2,20,30,0,1,0
26408,577,Food,silt,2,30,,17,2,0
26409,577,Food,silt,2,30,15,14,3,0
26410,577,Food,silt,2,35,36,0,1,0
26411,577,Food,silt,2,40,13,18,2,0
26412,577,Food,silt,2,40,16,15,1,0
26413,577,Food,silt,2,45,15,17,1,0
26414,577,Food,silt,2,50,10,19,1,0
26415,577,Food,silt,2,50,,14,1,0
26416,577,Food,silt,2,40,23,11,3,0
26417,577,Food,silt,2,5,16,19,1,0
26418,577,Food,silt,2,40,17,13,3,0
26419,625,Food,silt,2,20,19,11,1,0
26420,626,Food,silt,2,10,19,16,2,0
26421,626,Food,silt,2,15,11,11,2,0
26422,625,Food,silt,2,15,12,6,1,0
26423,625,Food,silt,2,15,13,17,3,0
26424,625,Food,silt,2,15,19,5,2,0
26425,625,Food,silt,2,15,31,3,2,0
26426,625,Food,silt,2,20,26,7,1,0
26427,626,Food,silt,2,25,24,7,2,0
26428,626,Food,silt,2,25,25,4,1,0
26429,625,Food,silt,2,30,15,5,2,0
26430,626,Food,silt,2,30,16,15,3,0
26431,625,Food,silt,2,30,26,3,2,0
26432,626,Food,silt,2,35,35,0,3,0
26433,625,Food,silt,2,40,22,3,2,0
26434,625,Food,silt,2,40,27,8,3,0
26435,626,Food,silt,2,40,30,6,1,0
26436,625,Food,silt,2,60,,14,2,0
26437,625,Food,silt,2,70,36,2,2,0
26438,677,Food,silt,2,30,19,16,2,0
26439,677,Food,silt,2,10,12,19,2,0
26440,677,Food,silt,2,20,10,15,2,0
26441,677,Food,silt,2,20,10,16,2,0
26442,677,Food,silt,2,20,13,13,2,0
26443,677,Food,silt,2,20,16,20,2,0
26444,677,Food,silt,2,20,36,1,1,0
26445,677,Food,silt,2,30,17,19,3,0
26446,677,Food,silt,2,30,19,16,1,0
26447,677,Food,silt,2,30,30,5,2,0
26448,677,Food,silt,2,40,20,11,2,0
26449,677,Food,silt,2,40,23,7,1,0
26450,677,Food,silt,2,40,32,0,1,0
26451,677,Food,silt,2,50,11,19,2,0
26452,677,Food,silt,2,50,18,13,3,0
26453,677,Food,silt,2,50,22,7,2,0
26454,677,Food,silt,2,60,19,8,1,0
26455,677,Food,silt,2,60,30,7,2,0
26456,677,Food,silt,2,40,30,6,2,0
26457,677,Food,silt,2,40,27,11,1,0
26458,732,Food,silt,2,60,26,10,2,0
26459,732,Food,silt,2,10,20,12,2,0
26460,732,Food,silt,2,20,15,12,1,0
26461,731,Food,silt,2,20,17,19,2,0
26462,732,Food,silt,2,20,27,12,2,0
26463,732,Food,silt,2,20,33,3,2,0
26464,731,Food,silt,2,20,39,0,3,0
26465,732,Food,silt,2,25,21,14,1,0
26466,731,Food,silt,2,25,36,0,3,0
26467,732,Food,silt,2,30,23,11,2,0
26468,732,Food,silt,2,30,25,6,2,0
26469,732,Food,silt,2,30,25,7,3,0
26470,732,Food,silt,2,40,15,16,2,0
26471,731,Food,silt,2,40,23,13,2,0
26472,732,Food,silt,2,40,35,7,3,0
26473,731,Food,silt,2,50,12,12,2,0
26474,732,Food,silt,2,50,18,19,2,0
26475,731,Food,silt,2,50,27,7,2,0
26476,790,Food,silt,2,20,17,15,2,0
26477,789,Food,silt,2,25,32,9,1,0
26478,789,Food,silt,2,5,5,12,3,0
26479,789,Food,silt,2,20,8,20,3,0
26480,790,Food,silt,2,20,9,15,2,0
26481,790,Food,silt,2,20,13,20,2,0
26482,789,Food,silt,2,20,14,13,1,0
26483,789,Food,silt,2,25,24,11,1,0
26484,789,Food,silt,2,30,22,14,1,0
26485,789,Food,silt,2,40,17,22,1,0
26486,790,Food,silt,2,50,21,14,1,0
26487,789,Food,silt,2,50,23,14,1,0
26488,789,Food,silt,2,50,25,14,2,0
26489,790,Food,silt,2,50,33,12,2,0
26490,789,Food,silt,2,20,29,4,2,0
26491,851,Food,silt,2,5,10,14,2,0
26492,850,Food,silt,2,5,30,12,1,0
26493,851,Food,silt,2,5,35,0,1,0
26494,851,Food,silt,2,10,10,9,2,0
26495,850,Food,silt,2,15,17,19,1,0
26496,851,Food,silt,2,20,15,16,3,0
26497,851,Food,silt,2,20,17,14,2,0
26498,851,Food,silt,2,20,22,16,1,0
26499,851,Food,silt,2,30,13,14,2,0
26500,851,Food,silt,2,30,26,14,3,0
26501,851,Food,silt,2,30,29,14,3,0
26502,851,Food,silt,2,30,31,2,3,0
26503,851,Food,silt,2,35,31,7,1,0
26504,850,Food,silt,2,40,13,18,2,0
26505,851,Food,silt,2,40,18,13,3,0
26506,851,Food,silt,2,60,,15,1,0
26507,851,Food,silt,2,60,38,2,2,0
26508,851,Food,silt,2,80,,13,2,0
26509,851,Food,silt,2,10,15,14,1,0
26510,915,Food,silt,2,15,9,19,2,0
26511,915,Food,silt,2,15,10,24,1,0
26512,915,Food,silt,2,15,22,10,2,0
26513,915,Food,silt,2,15,30,8,2,0
26514,915,Food,silt,2,20,25,7,1,0
26515,915,Food,silt,2,20,29,3,2,0
26516,916,Food,silt,2,20,30,3,1,0
26517,915,Food,silt,2,20,,2,3,0
26518,916,Food,silt,2,25,18,10,1,0
26519,915,Food,silt,2,25,20,20,2,0
26520,915,Food,silt,2,30,,13,2,0
26521,915,Food,silt,2,40,19,25,2,0
26522,916,Food,silt,2,40,27,9,2,0
26523,915,Food,silt,2,40,27,12,2,0
26524,915,Food,silt,2,40,27,14,2,0
26525,915,Food,silt,2,40,32,5,1,0
26526,915,Food,silt,2,45,27,13,1,0
26527,916,Food,silt,2,50,18,19,2,0
26528,915,Food,silt,2,50,27,10,1,0
26529,915,Food,silt,2,60,21,16,3,0
26530,984,Food,silt,2,10,18,19,1,0
26531,984,Food,silt,2,10,37,2,2,0
26532,984,Food,silt,2,20,20,10,1,0
26533,984,Food,silt,2,30,15,16,2,0
26534,984,Food,silt,2,30,41,2,1,0
26535,984,Food,silt,2,30,46,0,2,0
26536,984,Food,silt,2,40,24,10,2,0
26537,984,Food,silt,2,45,,6,2,0
26538,984,Food,silt,2,60,22,16,2,0
26539,984,Food,silt,2,60,25,9,2,0
26540,1056,Food,silt,2,10,,9,2,0
26541,1056,Food,silt,2,15,10,27,2,0
26542,1056,Food,silt,2,15,13,24,3,0
26543,1056,Food,silt,2,20,12,20,1,0
26544,1056,Food,silt,2,20,,19,3,0
26545,1056,Food,silt,2,20,26,13,2,0
26546,1056,Food,silt,2,20,26,16,1,0
26547,1056,Food,silt,2,20,27,22,2,0
26548,1056,Food,silt,2,25,40,1,2,0
26549,1056,Food,silt,2,25,40,2,1,0
26550,1056,Food,silt,2,30,15,25,3,0
26551,1056,Food,silt,2,30,24,20,1,0
26552,1056,Food,silt,2,30,34,3,3,0
26553,1056,Food,silt,2,30,41,0,2,0
26554,1056,Food,silt,2,35,25,17,2,0
26555,1056,Food,silt,2,40,16,19,2,0
26556,1056,Food,silt,2,40,23,9,2,0
26557,1056,Food,silt,2,40,25,11,3,0
26558,1056,Food,silt,2,50,25,12,2,0
26559,1056,Food,silt,2,50,30,11,3,0
26560,1056,Food,silt,2,60,20,7,1,0
26561,1056,Food,silt,2,60,21,15,2,0
26562,1056,Food,silt,2,60,25,12,1,0
26563,1056,Food,silt,2,60,26,1,2,0
26564,1056,Food,silt,2,60,29,17,1,0
26565,1056,Food,silt,2,60,42,0,3,0
26566,1056,Food,silt,2,20,30,10,3,0
26567,1132,Food,silt,2,20,,5,2,0
26568,1132,Food,silt,2,15,22,17,2,0
26569,1132,Food,silt,2,20,16,23,1,0
26570,1132,Food,silt,2,20,25,9,3,0
26571,1132,Food,silt,2,20,27,11,1,0
26572,1132,Food,silt,2,20,33,10,3,0
26573,1132,Food,silt,2,20,35,3,2,0
26574,1132,Food,silt,2,20,44,6,2,0
26575,1132,Food,silt,2,25,28,6,3,0
26576,1132,Food,silt,2,25,31,12,2,0
26577,1132,Food,silt,2,30,18,19,1,0
26578,1132,Food,silt,2,30,32,7,2,0
26579,1132,Food,silt,2,30,36,4,2,0
26580,1132,Food,silt,2,35,35,4,2,0
26581,1132,Food,silt,2,35,37,7,1,0
26582,1132,Food,silt,2,40,,1,1,0
26583,1132,Food,silt,2,40,,15,1,0
26584,1132,Food,silt,2,40,33,6,2,0
26585,1132,Food,silt,2,60,30,8,1,0
26586,1132,Food,silt,2,70,40,0,3,0
